INSTNM,STABBR,year,earnings_med,count_not_working,count_working
Colorado State University-Fort Collins,CO,2007,46700,384,4239
Colorado Technical University-Colorado Springs,CO,2007,43200,116,970
Empire Beauty School-Lakewood,CO,2007,17600,17,63
Community College of Aurora,CO,2007,35500,105,615
CollegeAmerica-Denver,CO,2007,40100,66,379
Delta Montrose Technical College,CO,2007,21800,19,55
Prince Institute-Rocky Mountains,CO,2007,36300,11,78
Community College of Denver,CO,2007,30500,357,1421
Lincoln College of Technology-Denver,CO,2007,39800,32,225
Westwood College-Denver North,CO,2007,41000,201,1286
University of Denver,CO,2007,52700,130,1034
Emily Griffith Technical College,CO,2007,27300,35,149
Fort Lewis College,CO,2007,38200,140,1233
Front Range Community College,CO,2007,36600,384,2000
Glenwood Beauty Academy,CO,2007,0,7,38
Hair Dymics Education Center,CO,2007,16400,31,77
Intertiol Salon and Spa Academy,CO,2007,17600,34,104
Lamar Community College,CO,2007,26900,74,345
Colorado Mesa University,CO,2007,38900,188,1585
Metropolitan State University of Denver,CO,2007,40600,514,3550
Morgan Community College,CO,2007,26300,62,306
ropa University,CO,2007,26100,31,92
tiol American University-Colorado Springs,CO,2007,37100,209,1402
tiol American University-Denver,CO,2007,37100,209,1402
zarene Bible College,CO,2007,29700,40,122
Northeastern Junior College,CO,2007,34900,68,573
University of Northern Colorado,CO,2007,42000,226,2420
Otero Junior College,CO,2007,28400,72,459
Altierus Career College-Thornton,CO,2007,30000,151,749
Pikes Peak Community College,CO,2007,33100,426,1997
IBMC College,CO,2007,24700,73,346
Pueblo Community College,CO,2007,28600,262,1340
Red Rocks Community College,CO,2007,36100,144,800
Regis University,CO,2007,52100,116,1196
Rocky Mountain College of Art and Design,CO,2007,29500,46,238
Montessori Education Center of the Rockies,CO,2007,0,0,0
San Juan Basin Technical College,CO,2007,30400,24,138
Colorado State University-Pueblo,CO,2007,39600,162,1220
Pickens Technical College,CO,2007,26300,18,73
Intellitec College-Colorado Springs,CO,2007,39600,36,242
Intellitec College-Grand Junction,CO,2007,27400,45,237
Artistic Beauty Colleges-Westminster,CO,2007,0,8,47
Trinidad State Junior College,CO,2007,26800,207,813
Empire Beauty School-Thornton,CO,2007,23600,11,63
Western State Colorado University,CO,2007,39500,89,784
Albertus Magnus College,CT,2007,52500,52,494
Paul Mitchell the School-Danbury,CT,2007,28500,14,53
Asnuntuck Community College,CT,2007,33800,20,124
Branford Hall Career Institute-Branford Campus,CT,2007,34500,81,452
Lincoln College of New England-Southington,CT,2007,37100,40,330
Bridgeport Hospital School of Nursing,CT,2007,69200,3,70
University of Bridgeport,CT,2007,47400,47,312
Butler Business School Inc,CT,2007,31800,26,188
Central Connecticut State University,CT,2007,46400,149,1821
Connecticut Center for Massage Therapy-Newington,CT,2007,25200,41,247
Connecticut College,CT,2007,52000,18,347
Marinello Schools of Beauty-East Hartford,CT,2007,21400,39,229
Porter and Chester Institute of Branford,CT,2007,43500,11,106
University of Connecticut,CT,2007,56300,225,3517
Goodwin College,CT,2007,24800,340,1357
Lincoln Technical Institute-East Windsor,CT,2007,42100,104,709
Eastern Connecticut State University,CT,2007,44400,111,1128
Fairfield University,CT,2007,65800,59,932
Paul Mitchell the School-North Haven,CT,2007,22900,31,141
Capital Community College,CT,2007,37900,91,533
Hartford School of Music,CT,2007,0,5,34
American Institute-West Hartford,CT,2007,35200,31,160
University of Hartford,CT,2007,50200,105,1635
Holy Apostles College and Semiry,CT,2007,0,0,0
Housatonic Community College,CT,2007,35400,107,553
Sanford-Brown College-Farmington,CT,2007,39900,56,438
The Leon Institute of Hair Design,CT,2007,0,0,0
Lyme Academy College of Fine Arts,CT,2007,0,0,0
Manchester Community College,CT,2007,36500,81,601
ugatuck Valley Community College,CT,2007,37300,86,595
Middlesex Community College,CT,2007,35800,62,258
Mitchell College,CT,2007,35300,48,383
Three Rivers Community College,CT,2007,36800,85,421
Resci Academy of Hair Inc,CT,2007,0,4,33
Lincoln Technical Institute-New Britain,CT,2007,39200,75,553
New England Tractor Trailer Training School of Connecticut,CT,2007,38500,179,777
University of New Haven,CT,2007,52900,53,785
Ridley-Lowell Business & Technical Institute-New London,CT,2007,33100,41,165
Norwalk Community College,CT,2007,38100,96,543
Northwestern Connecticut Community College,CT,2007,29300,21,126
Paier College of Art Inc,CT,2007,32200,10,89
Marinello Schools of Beauty-Meriden,CT,2007,23800,19,58
Porter and Chester Institute of Stratford,CT,2007,39100,263,1671
Post University,CT,2007,40700,46,270
Quinebaug Valley Community College,CT,2007,29300,60,250
Quinnipiac University,CT,2007,61200,73,1338
Sacred Heart University,CT,2007,54700,89,1008
University of Saint Joseph,CT,2007,50900,22,302
Gateway Community College,CT,2007,33200,119,538
St Vincent's College,CT,2007,62800,6,79
Southern Connecticut State University,CT,2007,45800,160,1607
Stone Academy-West Haven,CT,2007,32300,64,397
Trinity College,CT,2007,62500,32,357
Tunxis Community College,CT,2007,40900,60,271
Wesleyan University,CT,2007,54100,60,502
Western Connecticut State University,CT,2007,46600,87,881
Yale University,CT,2007,65600,79,745
Margaret H Rollins School of Nursing at Beebe Medical Center,DE,2007,0,0,0
Dawn Career Institute LLC,DE,2007,30100,35,146
Delaware Technical Community College-Owens,DE,2007,30000,121,801
Delaware Technical Community College-Terry,DE,2007,32200,68,375
Delaware Technical Community College-Stanton/Wilmington,DE,2007,35200,184,1056
Delaware State University,DE,2007,37900,93,1018
University of Delaware,DE,2007,55700,222,3323
Goldey-Beacom College,DE,2007,45300,18,295
Schilling-Douglas School of Hair Design LLC,DE,2007,20500,20,83
Wesley College,DE,2007,44700,31,454
Wilmington University,DE,2007,46200,49,501
American University,DC,2007,60600,118,1180
Catholic University of America,DC,2007,58800,76,688
Corcoran College of Art and Design,DC,2007,35600,32,169
University of the District of Columbia,DC,2007,42100,135,706
Gallaudet University,DC,2007,26300,65,283
George Washington University,DC,2007,66600,120,1666
Georgetown University,DC,2007,79200,108,1090
Howard University,DC,2007,46900,173,1650
Dudley Beauty College,DC,2007,29000,26,96
Medtech Institute,VA,2007,31000,103,762
Southeastern University,DC,2007,49100,40,191
Strayer University-District of Columbia,DC,2007,52000,490,3772
tiol Conservatory of Dramatic Arts,DC,2007,0,0,0
Trinity Washington University,DC,2007,46700,34,323
Wyotech-Dayto,FL,2007,35500,64,280
The Art Institute of Fort Lauderdale,FL,2007,34400,407,1811
Atlantic Technical College,FL,2007,28900,15,85
The Baptist College of Florida,FL,2007,36500,35,222
Barry University,FL,2007,50200,155,1475
Bethune-Cookman University,FL,2007,30700,141,1085
Lynn University,FL,2007,40300,58,401
GUTI The Premier Beauty & Wellness Academy,FL,2007,18600,8,51
Eastern Florida State College,FL,2007,30800,340,1580
Broward College,FL,2007,36700,728,4266
Fortis College-Winter Park,FL,2007,24700,104,512
Carlos Albizu University-Miami,FL,2007,26000,13,63
College of Central Florida,FL,2007,31600,264,1378
Johnson University Florida,FL,2007,28000,21,100
University of Central Florida,FL,2007,46100,613,5542
Charlotte Technical College,FL,2007,0,0,0
Chipola College,FL,2007,28000,70,444
Clearwater Christian College,FL,2007,34500,60,287
Lorenzo Walker Technical College,FL,2007,0,5,29
Dayto State College,FL,2007,30400,559,2629
South University-West Palm Beach,FL,2007,31300,187,921
Eckerd College,FL,2007,44800,86,620
Florida SouthWestern State College,FL,2007,36200,238,1348
Edward Waters College,FL,2007,30900,35,221
Embry-Riddle Aeroutical University-Dayto Beach,FL,2007,58800,169,2934
Florida Agricultural and Mechanical University,FL,2007,42700,235,2704
Florida Atlantic University,FL,2007,45900,430,3007
Florida State College at Jacksonville,FL,2007,33100,831,4339
Flagler College-St Augustine,FL,2007,41900,67,553
Florida College,FL,2007,41200,42,223
Concorde Career Institute-Jacksonville,FL,2007,24300,103,478
Concorde Career Institute-Miramar,FL,2007,28700,114,693
Concorde Career Institute-Tampa,FL,2007,26800,160,892
Adventist University of Health Sciences,FL,2007,49200,17,199
Florida Institute of Technology,FL,2007,57200,38,448
Florida Institute of Ultrasound Inc,FL,2007,0,2,24
Florida Intertiol University,FL,2007,48200,481,4045
Florida Keys Community College,FL,2007,33800,41,185
Florida Memorial University,FL,2007,29800,138,811
Florida Career College-Miami,FL,2007,35900,71,277
Florida Southern College,FL,2007,42900,58,655
Florida State University,FL,2007,47300,528,5778
Florida Technical College,FL,2007,32700,110,624
University of Southernmost Florida,FL,2007,38400,13,97
University of Florida,FL,2007,53900,550,6240
Everest University-Pompano Beach,FL,2007,37800,47,287
Fort Pierce Beauty Academy,FL,2007,18500,30,135
Full Sail University,FL,2007,38600,188,1295
George Stone Technical Center,FL,2007,20900,63,187
George T Baker Aviation Technical College,FL,2007,36900,12,87
Gulf Coast State College,FL,2007,31700,236,1231
Key College,FL,2007,34600,38,163
Hillsborough Community College,FL,2007,35000,552,3155
Hobe Sound Bible College,FL,2007,0,6,32
Cortiva Institute-Florida,FL,2007,27300,48,209
Indian River State College,FL,2007,34000,208,1201
Sanford-Brown College-Tampa,FL,2007,34400,128,434
Intertiol Academy,FL,2007,19900,36,100
AI Miami Intertiol University of Art and Design,FL,2007,33300,138,530
ATI College of Health,FL,2007,37300,45,391
ITT Technical Institute-Tampa,FL,2007,36700,137,1095
Jacksonville University,FL,2007,45500,57,627
Jones College-Jacksonville,FL,2007,30500,107,519
Keiser University-Ft Lauderdale,FL,2007,32800,542,2700
Heritage Institute-Ft Myers,FL,2007,0,13,30
La Belle Beauty School,FL,2007,13300,81,167
Florida Gateway College,FL,2007,34900,76,475
Lake Technical College,FL,2007,22600,17,111
Lake-Sumter State College,FL,2007,31600,79,456
Fort Myers Technical College,FL,2007,33200,11,106
Lively Technical Center,FL,2007,26500,43,209
Lindsey Hopkins Technical College,FL,2007,38700,34,123
Loraines Academy & Spa,FL,2007,17200,22,106
Luther Rice College & Semiry,GA,2007,0,0,0
State College of Florida-Matee-Sarasota,FL,2007,33900,238,1460
Matee Technical College,FL,2007,31600,34,121
Manhattan Hairstyling Academy,FL,2007,17800,53,159
Traviss Technical College,FL,2007,32700,21,103
Trinity Intertiol University-Florida,FL,2007,38100,74,536
Miami Lakes Educatiol Center and Technical College,FL,2007,29800,56,207
Miami Dade College,FL,2007,34200,720,3977
University of Miami,FL,2007,53300,235,2239
Orange Technical College-Mid Florida Campus,FL,2007,25600,46,142
Beauty Schools of America-Miami,FL,2007,15500,152,346
Remington College-Tampa Campus,FL,2007,30400,438,2496
Everest Institute-North Miami,FL,2007,30700,158,1064
Everest Institute-Hialeah,FL,2007,30700,158,1064
Academy of Palm Beach,FL,2007,0,9,45
Lincoln College of Technology-West Palm Beach,FL,2007,33200,223,1209
Fortis College-Tampa,FL,2007,26700,39,179
North Florida Community College,FL,2007,30200,34,218
University of North Florida,FL,2007,44600,184,1742
Northwood University-Florida,FL,2007,47000,142,1495
Nova Southeastern University,FL,2007,49100,181,1609
Northwest Florida State College,FL,2007,31400,202,1106
Everest University-North Orlando,FL,2007,28900,306,1723
Orange Technical College-Orlando Campus,FL,2007,32000,25,103
Palm Beach Atlantic University,FL,2007,41000,99,626
Palm Beach State College,FL,2007,36100,313,1880
Pasco-Herndo State College,FL,2007,32200,285,1252
Pensacola State College,FL,2007,29000,451,2371
Pinellas Technical College-Clearwater,FL,2007,27700,86,279
Polk State College,FL,2007,33100,118,761
Radford M Locklin Technical Center,FL,2007,0,20,49
ATI Career Training Center-Miami,FL,2007,31900,130,631
ATI Career Training Center-Oakland Park,FL,2007,31900,130,631
Ridge Technical College,FL,2007,17900,17,82
Ringling College of Art and Design,FL,2007,40800,47,313
Toni & Guy Hairdressing Academy-Jacksonville,FL,2007,20700,31,95
Robert Morgan Educatiol Center and Technical College,FL,2007,27000,42,168
Rollins College,FL,2007,44500,75,499
First Coast Technical College,FL,2007,24500,79,243
Saint Leo University,FL,2007,44000,203,1600
St Petersburg College,FL,2007,32800,663,3107
Pinellas Technical College-St. Petersburg,FL,2007,26800,95,334
Santa Fe College,FL,2007,35900,481,2811
Suncoast Technical College,FL,2007,32000,11,53
Argosy University-Sarasota,FL,2007,58500,5,51
Seminole State College of Florida,FL,2007,32200,228,1312
Sheridan Technical College,FL,2007,35600,16,68
Saint John Vianney College Semiry,FL,2007,0,0,0
Saint Johns River State College,FL,2007,32300,102,559
South Florida State College,FL,2007,29200,86,566
University of South Florida-Main Campus,FL,2007,45000,696,5760
St Thomas University,FL,2007,43300,53,414
Stenotype Institute of Jacksonville Inc-Jacksonville,FL,2007,0,10,37
Stetson University,FL,2007,45500,45,584
Southeastern University,FL,2007,35300,69,458
Bene's Career Academy,FL,2007,13800,30,62
RIVEROAK Technical College,FL,2007,0,7,21
Tallahassee Community College,FL,2007,33800,333,2230
Talmudic College of Florida,FL,2007,0,0,0
Altierus Career College-Tampa,FL,2007,30900,267,1231
Everest University-Largo,FL,2007,29300,198,974
The University of Tampa,FL,2007,45000,116,940
Big Bend Technical College,FL,2007,19400,15,58
Tom P Haney Technical Center,FL,2007,24800,30,111
ATI Career Training Center-Fort Lauderdale,FL,2007,30600,52,270
Trinity Baptist College,FL,2007,31600,31,119
Trinity College of Florida,FL,2007,0,8,39
Fashion Focus Hair Academy,FL,2007,0,0,0
Valencia College,FL,2007,34100,690,4633
Warner University,FL,2007,45600,45,470
Florida Panhandle Technical College,FL,2007,23800,25,108
Webber Intertiol University,FL,2007,41000,21,120
Rasmussen College-Florida,FL,2007,23600,160,520
Rasmussen College-Pasco County,FL,2007,23600,160,520
The University of West Florida,FL,2007,39700,204,1497
Orange Technical College-Westside Campus,FL,2007,25600,25,69
William T McFatter Technical College,FL,2007,0,8,29
Orange Technical College-Winter Park Campus,FL,2007,27700,29,161
Withlacoochee Technical College,FL,2007,0,12,39
Abraham Baldwin Agricultural College,GA,2007,33700,160,1114
United Education Institute,FL,2007,24600,241,1405
Agnes Scott College,GA,2007,42100,34,235
Interactive College of Technology-Chamblee,GA,2007,25100,183,737
Interactive College of Technology-Morrow,GA,2007,25100,183,737
Albany Technical College,GA,2007,23600,202,855
Darton State College,GA,2007,30600,149,885
Albany State University,GA,2007,31000,118,942
American InterContinental University,GA,2007,37700,166,896
Andrew College,GA,2007,33200,24,162
Armstrong State University,GA,2007,36200,242,1644
The Art Institute of Atlanta,GA,2007,32200,241,1248
Georgia Career Institute,GA,2007,14900,34,110
Atlanta Technical College,GA,2007,26200,188,829
Point University,GA,2007,36200,14,116
Atlanta Metropolitan State College,GA,2007,28600,126,824
Atlanta School of Massage,GA,2007,25600,44,174
Clark Atlanta University,GA,2007,37600,190,1757
Augusta Technical College,GA,2007,27300,115,728
Augusta State University,GA,2007,34900,182,1334
Bainbridge State College,GA,2007,25900,84,398
Bauder College,GA,2007,26600,68,419
Beauty College of America,GA,2007,17200,22,76
East Central Technical College,GA,2007,24700,83,382
Berry College,GA,2007,43600,44,473
Beulah Heights University,GA,2007,25000,32,110
Breu University,GA,2007,46100,59,581
Brewton-Parker College,GA,2007,33100,62,525
Brown College of Court Reporting,GA,2007,31500,46,202
College of Coastal Georgia,GA,2007,29900,100,607
West Georgia Technical College,GA,2007,29200,108,442
Clayton  State University,GA,2007,39800,170,1276
Columbus Technical College,GA,2007,26700,164,728
Columbus State University,GA,2007,37100,181,1428
Georgia Northwestern Technical College,GA,2007,28200,100,472
Covent College,GA,2007,42000,50,374
Dalton State College,GA,2007,30900,142,733
Pro Way Hair School,GA,2007,17000,18,127
